Experiment,Depth,Fragment,Species,Date_no,Date,AVG,R,G,B,AVG.s,R.s,G.s,B.s,AVG.c,R.c,G.c,B.c,Survival,Cause,Comments
Acropora werveyi,2,7,Acropora verweyi,2,25/03/2020,32.963,50.623,27.755,20.526,157.898,149.92,151.611,172.28,53.23414483,86.10502268,46.68213388,30.38153007,100,,
Acropora werveyi,2,7,Acropora verweyi,3,01/04/2020,46.5,58.876,49.095,31.547,158.408,140.156,164.415,170.77,74.85417403,107.1190673,76.1440562,47.1071324,100,,
Acropora werveyi,2,7,Acropora verweyi,4,08/04/2020,48.339,72.088,41.574,31.387,161.787,159.994,156.412,169.076,76.18934154,114.8945585,67.77849526,47.33779484,100,,
Acropora werveyi,2,7,Acropora verweyi,5,15/04/2020,47.373,56.67,51.713,33.738,151.445,131.219,158.079,165.389,79.76569051,110.1277254,83.41914486,52.01790929,100,,
Acropora werveyi,2,7,Acropora verweyi,6,22/04/2020,54.799,63.252,55.82,45.358,152.584,133.171,153.328,171.387,91.58067032,121.1169098,92.83431598,67.48639045,100,,
Acropora werveyi,2,7,Acropora verweyi,7,29/04/2020,50.453,36.574,74.635,40.174,143.649,70.642,193.473,166.772,89.56216194,132.0230175,98.36992759,61.42739788,100,,
Acropora werveyi,2,7,Acropora verweyi,8,06/05/2020,48.78,61.338,46.323,38.64,160.711,142.847,157.619,181.655,77.39918238,109.4961042,74.94251962,54.24128155,100,,
Acropora werveyi,2,7,Acropora verweyi,9,13/05/2020,38.87,49.141,43.889,23.581,117.657,98.188,122.777,132.199,84.24360642,127.6220618,91.15465437,45.48563151,100,,
Acropora werveyi,2,7,Acropora verweyi,10,03/06/2020,38.949,55.854,41.515,19.505,187.72,165.298,191.684,206.3,52.90856062,86.16420041,55.22800547,24.10942802,100,,
Acropora werveyi,2,7,Acropora verweyi,11,17/06/2020,28.984,38.932,28.965,19.096,186.81,156.487,190.092,213.565,39.56383491,63.440797,38.85526482,22.80092712,100,,
Acropora werveyi,2,7,Acropora verweyi,12,15/07/2020,31.594,32.418,34.242,28.181,150.389,106.747,156.544,188.057,53.57087287,77.44095853,55.77799213,38.21264298,100,,
Acropora werveyi,2,8,Acropora verweyi,1,18/03/2020,94.545,115.844,91.259,76.536,238.575,227.384,240.248,248.016,101.054071,129.9133624,96.86259615,78.69121347,100,,
Acropora werveyi,2,8,Acropora verweyi,2,25/03/2020,47.379,64.797,42.111,35.242,179.339,171.832,173.454,193.066,67.36763894,96.15924275,61.90866166,46.5473465,100,,
Acropora werveyi,2,8,Acropora verweyi,3,01/04/2020,83.307,89.093,86.871,73.995,185.986,169.658,190.16,198.172,114.2198069,133.9088932,116.4919279,95.21387986,100,,
Acropora werveyi,2,8,Acropora verweyi,4,08/04/2020,35.043,62.275,27.992,14.889,180.991,178.608,175.961,188.474,49.37242736,88.91049113,40.56557987,20.14439657,100,,
Acropora werveyi,2,8,Acropora verweyi,5,15/04/2020,58.962,65.315,64.376,47.201,164.754,143.06,170.981,180.319,91.25915001,116.4219558,96.00996602,66.74978788,100,,
Acropora werveyi,2,8,Acropora verweyi,6,22/04/2020,71.731,75.334,75.461,64.408,144.917,123.438,145.165,166.299,126.2198707,155.6260633,132.5564358,98.76210921,100,,
Acropora werveyi,2,8,Acropora verweyi,7,29/04/2020,60.984,38.713,89.213,55.067,160.253,90.997,207.832,182.079,97.03980581,108.4850599,109.4601168,77.12083766,100,,
Acropora werveyi,2,8,Acropora verweyi,8,06/05/2020,49.416,56.552,49.021,42.627,167.675,148.998,164.126,190.07,75.15181154,96.78492329,76.16316123,57.18885148,100,,
Acropora werveyi,2,8,Acropora verweyi,9,13/05/2020,31.995,49.575,34.494,11.919,161.351,144.656,167.051,172.347,50.56507242,87.39094818,52.65439896,17.63503281,100,,
Acropora werveyi,2,8,Acropora verweyi,10,03/06/2020,58.275,61.562,64.321,48.946,185.223,159.995,189.75,205.744,80.22829238,98.11750367,86.43928854,60.66388327,100,,
Acropora werveyi,2,8,Acropora verweyi,11,17/06/2020,44.41,52.878,46.865,33.517,186.15,155.412,189.295,213.381,60.83561644,86.76221913,63.13201617,40.05433942,100,,
Acropora werveyi,2,8,Acropora verweyi,12,15/07/2020,33.35,34.213,36.588,29.322,162.509,118.273,169.001,200.468,52.33094782,73.76421499,55.2064189,37.29827204,80,,
Acropora werveyi,3,1,Acropora verweyi,1,18/03/2020,66.185,76.37,72.288,49.912,223.984,198.555,233.14,240.56,75.34991339,98.08038075,79.06596895,52.90804789,100,,
Acropora werveyi,3,1,Acropora verweyi,2,25/03/2020,40.086,56.148,40.522,23.616,187.326,169.327,191.827,201.176,54.56759873,84.55674523,53.8668175,29.93438581,100,,
Acropora werveyi,3,1,Acropora verweyi,3,01/04/2020,47.689,58.735,54.251,30.082,188.624,161.748,201.481,202.186,64.47056048,92.59728096,68.66158596,37.93986725,100,,
Acropora werveyi,3,1,Acropora verweyi,4,08/04/2020,51.611,66.766,52.51,35.569,187.611,166.232,191.076,205.539,70.14943154,102.419089,70.07708974,44.12834061,100,,
Acropora werveyi,3,1,Acropora verweyi,5,15/04/2020,28.101,34.833,34.222,15.234,156.514,126.683,170.349,172.191,45.78347624,70.11528777,51.22783227,22.56023834,90,,
Acropora werveyi,3,1,Acropora verweyi,6,22/04/2020,46.303,55.41,49.158,34.344,174.572,148.336,180.969,193.997,67.63550283,95.25368083,69.26760937,45.14358469,90,,
Acropora werveyi,3,1,Acropora verweyi,7,29/04/2020,59.614,33.046,94.274,51.52,162.628,67.728,224.288,195.731,93.47449394,124.4201807,107.1830414,67.12069115,90,,
Acropora werveyi,3,1,Acropora verweyi,8,06/05/2020,43.59,53.654,45.726,31.393,179.175,148.775,183.809,204.981,62.0368355,91.96282978,63.43612119,39.05344886,80,,
Acropora werveyi,3,1,Acropora verweyi,9,13/05/2020,88.955,97.384,101.523,67.967,216.551,195.857,228.934,224.914,104.7491122,126.7910772,113.0822202,77.05872022,80,,
Acropora werveyi,3,1,Acropora verweyi,10,03/06/2020,63.581,39.331,102.029,49.387,193.493,105.124,247.522,227.822,83.79194596,95.40547354,105.1114446,55.27861664,80,,
Acropora werveyi,3,1,Acropora verweyi,11,17/06/2020,35.71,38.137,40.268,28.726,186.903,148.558,196.323,216.023,48.72072679,65.46221005,52.3032961,33.90902821,80,,
Acropora werveyi,3,1,Acropora verweyi,12,15/07/2020,47.876,45.526,54.842,43.264,190.523,140.605,202.942,227.718,64.07824777,82.56555599,68.90988558,48.44729007,80,,
Acropora werveyi,3,2,Acropora verweyi,1,18/03/2020,82.679,89.466,88.475,70.108,237.688,214.666,246.707,251.555,88.70092306,106.2759356,91.44906711,71.06811632,90,,
Acropora werveyi,3,2,Acropora verweyi,2,25/03/2020,44.29,59.341,44.143,29.396,198.041,180.892,201.928,211.821,57.02834262,83.65187515,55.74494374,35.38827595,90,,
Acropora werveyi,3,2,Acropora verweyi,3,01/04/2020,45.689,55.532,51.568,29.962,198.953,171.966,211.624,213.194,58.56003679,82.34569624,62.13775375,35.8373594,90,,
Acropora werveyi,3,2,Acropora verweyi,4,08/04/2020,34,47.34,33.595,21.073,167.195,152.789,170.762,178.215,51.85561769,79.00896007,50.16763097,30.15242825,90,,
Acropora werveyi,3,2,Acropora verweyi,5,15/04/2020,49.994,56.623,58.016,35.367,207.967,180.946,220.289,222.732,61.30044671,79.79654151,67.15759752,40.49074673,80,,
Acropora werveyi,3,2,Acropora verweyi,6,22/04/2020,48.937,54.915,52.327,39.591,183.685,156.03,190.443,204.12,67.93660342,89.74764468,70.06498007,49.45965608,80,,
Acropora werveyi,3,2,Acropora verweyi,7,29/04/2020,56.625,27.328,90.374,52.153,170.344,74.041,231.359,205.422,84.76597356,94.11866398,99.60870336,64.7399743,70,,
Acropora werveyi,3,2,Acropora verweyi,8,06/05/2020,48.904,56.806,51.957,37.967,196.761,167.666,201.555,221.197,63.37902328,86.39515465,65.73409243,43.76906106,70,,
Acropora werveyi,3,2,Acropora verweyi,9,13/05/2020,71.278,78.904,83.829,51.112,210.932,188.616,223.932,220.686,86.16942901,106.6745133,95.45931354,59.05929692,70,,
Acropora werveyi,3,2,Acropora verweyi,10,03/06/2020,31.298,41.5,38.568,13.8,201.384,166.757,211.682,225.245,39.63070552,63.46060435,46.46044539,15.6229883,70,,
Acropora werveyi,3,2,Acropora verweyi,11,17/06/2020,52.713,56.638,58.23,43.271,222.835,188.956,230.356,249.538,60.32183005,76.4341434,64.45957561,44.21813511,70,,
Acropora werveyi,3,2,Acropora verweyi,12,15/07/2020,38.922,38.712,46.131,31.93,200.317,155.862,212.254,232.687,49.54701798,63.33525811,55.42135837,34.99185601,70,,
Acropora werveyi,3,3,Acropora verweyi,1,18/03/2020,47.861,51.503,53.549,38.507,198.126,168.693,209.027,217.019,61.59996669,77.85305259,65.326465,45.24619964,100,,
Acropora werveyi,3,3,Acropora verweyi,2,25/03/2020,37.311,51.395,38.135,22.447,174.02,156.064,178.482,187.872,54.67362947,83.97660575,54.48406562,30.46747253,100,,
Acropora werveyi,3,3,Acropora verweyi,3,01/04/2020,43.865,54.215,50.558,26.838,179.526,146.497,194.157,197.801,62.30615621,94.36933862,66.4013659,34.59886452,100,,
Acropora werveyi,3,3,Acropora verweyi,4,08/04/2020,46.664,67.976,46.047,25.971,177.404,165.085,180.685,186.397,67.07469956,104.9997274,64.98594239,35.52956861,100,,
Acropora werveyi,3,3,Acropora verweyi,5,15/04/2020,26.474,31.552,32.819,15.04,141.842,111.641,155.711,157.908,47.59429506,72.06814701,53.74601024,24.28755984,90,,
Acropora werveyi,3,3,Acropora verweyi,6,22/04/2020,49.472,58.406,53.82,36.198,166.696,139.504,172.574,187.784,75.67884052,106.7605947,79.52588455,49.15482682,90,,
Acropora werveyi,3,3,Acropora verweyi,7,29/04/2020,64.414,29.122,102.333,61.769,124.569,27.584,190.045,155.99,131.8592106,269.2180249,137.3091373,100.9750305,90,,
Acropora werveyi,3,3,Acropora verweyi,8,06/05/2020,48.697,53.269,53.619,39.201,168.161,137.824,172.992,193.697,73.84432181,98.5575444,79.03744104,51.60769139,90,,
Acropora werveyi,3,3,Acropora verweyi,9,13/05/2020,86.867,92.539,101.429,66.624,210.283,188.604,222.793,219.954,105.3393998,125.1163549,116.0915962,77.23942279,90,,
Acropora werveyi,3,3,Acropora verweyi,10,03/06/2020,38.7,44.482,46.817,24.805,191.129,156.937,201.795,214.246,51.63266694,72.2768372,59.16070765,29.52342167,80,,
Acropora werveyi,3,3,Acropora verweyi,11,17/06/2020,34.019,36.834,39.013,26.215,184.315,144.101,193.994,214.943,47.06532295,65.18115766,51.28156025,31.10045454,80,,
Acropora werveyi,3,3,Acropora verweyi,12,15/07/2020,39.57,38.399,47.075,33.193,189.952,144.86,201.355,223.415,53.12052519,67.59453956,59.61672171,37.88561645,80,,
Acropora werveyi,3,4,Acropora verweyi,1,18/03/2020,39.1,44.849,43.874,28.591,164.759,133.025,174.326,186.888,60.51566227,85.97252396,64.17786217,39.0110922,100,,
Acropora werveyi,3,4,Acropora verweyi,2,25/03/2020,42.426,58.074,43.38,25.835,183.303,164.657,187.764,197.889,59.0204743,89.93768865,58.9138493,33.29101163,100,,
Acropora werveyi,3,4,Acropora verweyi,3,01/04/2020,24.44,28.989,30.013,14.276,144.566,110.917,160.63,161.953,43.10972151,66.64618589,47.64561414,22.47800288,100,,
Acropora werveyi,3,4,Acropora verweyi,4,08/04/2020,55.908,80.547,55.513,31.666,208.599,195.53,211.83,218.481,68.34423943,105.0451849,66.82629939,36.95895753,90,,
Acropora werveyi,3,4,Acropora verweyi,5,15/04/2020,31.286,39.5,37.762,16.584,183.559,156.788,196.154,197.548,43.46248345,64.24279919,49.0905615,21.40705044,80,,
Acropora werveyi,3,4,Acropora verweyi,6,22/04/2020,37.96,44.972,41.641,27.266,176.712,149.999,182.943,196.846,54.7772647,76.45290969,58.04242305,35.32116477,80,,
Acropora werveyi,3,4,Acropora verweyi,7,29/04/2020,52.372,22.225,84.926,49.968,141.804,41.403,207.556,176.327,94.17830245,136.8831969,104.3387327,72.26255763,80,,
Acropora werveyi,3,4,Acropora verweyi,8,06/05/2020,34.461,44.627,37.865,20.89,183.13,153.458,188.074,208.118,47.98533828,74.15634897,51.33923349,25.59581584,80,,
Acropora werveyi,3,4,Acropora verweyi,9,13/05/2020,61.918,66.432,74.366,44.949,202.186,176.329,216.702,213.694,78.09190547,96.07132122,87.50879087,53.6374208,70,,
Acropora werveyi,3,4,Acropora verweyi,10,03/06/2020,38.844,44.71,46.925,24.894,190.849,157.309,201.732,213.219,51.90082212,72.47550998,59.31570103,29.77206534,40,,
Acropora werveyi,3,4,Acropora verweyi,11,17/06/2020,59.236,58.614,65.98,53.089,195.794,161.523,204.881,221.252,77.14832937,92.53524266,82.12035279,61.18676893,30,,
Acropora werveyi,3,4,Acropora verweyi,12,15/07/2020,21.7,22.063,27.53,15.507,165.979,116.833,179.567,201.47,33.33855488,48.15475936,39.09487823,19.62716533,20,,
Acropora werveyi,3,5,Acropora verweyi,1,18/03/2020,51.141,56.907,56.472,40.029,192.009,160.4,201.858,213.546,67.91845695,90.46935786,71.33906013,47.79951392,100,,
Acropora werveyi,3,5,Acropora verweyi,2,25/03/2020,39.896,50.395,41.239,28.085,173.942,155.22,178.126,188.846,58.48777179,82.79039428,59.03655278,37.92336083,100,,
Acropora werveyi,3,5,Acropora verweyi,3,01/04/2020,36.328,40.602,42.656,25.662,172.987,141.123,187.598,189.927,53.55107609,73.36514955,57.98185482,34.45434298,90,,
Acropora werveyi,3,5,Acropora verweyi,4,08/04/2020,62.105,79.924,62.518,43.879,170.617,157.488,174.04,180.098,92.82061577,129.4106218,91.60014939,62.12809137,90,,
Acropora werveyi,3,5,Acropora verweyi,5,15/04/2020,25.275,25.735,31.041,18.955,114.768,84.917,127.859,131.382,56.15785759,77.2804621,61.90768737,36.78985706,90,,
Acropora werveyi,3,5,Acropora verweyi,6,22/04/2020,57.331,63.602,62.178,46.182,182.572,155.919,188.632,202.858,80.07473764,104.0188175,84.05461428,58.05248006,90,,
Acropora werveyi,3,5,Acropora verweyi,7,29/04/2020,76.655,32.406,120.608,76.949,149.159,47.323,214.711,185.552,131.0482438,174.6197409,143.2392379,105.7493048,90,,
Acropora werveyi,3,5,Acropora verweyi,8,06/05/2020,67.669,71.884,73.378,57.744,173.36,142.326,177.314,200.437,99.53619635,128.7917879,105.526862,73.46308316,90,,
Acropora werveyi,3,5,Acropora verweyi,9,13/05/2020,99.452,101.754,115.367,81.233,204.22,181.583,216.663,214.842,124.1810792,142.8948194,135.7803824,96.41697154,90,,
Acropora werveyi,3,5,Acropora verweyi,10,03/06/2020,58.978,62.478,69.253,45.199,196.263,162.085,207.284,219.146,76.62875835,98.29342629,85.19478107,52.59391,90,,
Acropora werveyi,3,5,Acropora verweyi,11,17/06/2020,74.76,74.781,80.784,68.731,219.95,177.517,227.573,254.753,86.67333485,107.4215709,90.52005291,68.79763928,90,,
Acropora werveyi,3,5,Acropora verweyi,12,15/07/2020,51.129,48.979,58.488,45.934,195.741,149.016,206.566,231.323,66.60789002,83.81412063,72.20181443,50.63556153,90,,
Acropora werveyi,3,6,Acropora verweyi,1,18/03/2020,66.956,72.177,72.352,56.337,198.593,170.52,208.676,216.81,85.97372516,107.9353448,88.4134256,66.26048153,100,,
Acropora werveyi,3,6,Acropora verweyi,2,25/03/2020,41.633,52.778,43.295,28.857,165.574,143.149,170.06,183.282,64.1188532,94.01665398,64.9195872,40.14870527,100,,
Acropora werveyi,3,6,Acropora verweyi,3,01/04/2020,38.54,49.072,44.441,22.126,187.769,159.159,201.044,202.887,52.33931054,78.6217556,56.36803386,27.80922385,100,,
Acropora werveyi,3,6,Acropora verweyi,4,08/04/2020,51.081,73.488,49.929,29.828,172.461,160.72,175.389,181.193,75.5281194,116.5968143,72.59232335,41.97811174,100,,
Acropora werveyi,3,6,Acropora verweyi,5,15/04/2020,27.774,33.032,33.945,16.325,167.353,137.942,180.806,183.1,42.31994646,61.06305549,47.87437917,22.73552703,100,,
Acropora werveyi,3,6,Acropora verweyi,6,22/04/2020,59.71,69.24,64.132,45.773,171.478,143.386,178.163,192.533,88.79302301,123.1375448,91.79043909,60.62397096,100,,
Acropora werveyi,3,6,Acropora verweyi,7,29/04/2020,65.517,34.058,102.093,60.405,166.273,75.167,223.763,199.946,100.4783398,115.5399311,116.3450392,77.03717504,100,,
Acropora werveyi,3,6,Acropora verweyi,8,06/05/2020,58.062,59.522,63.416,51.258,153.871,121.845,158.544,181.356,96.22222511,124.5690016,101.9974266,72.07255343,100,,
Acropora werveyi,3,6,Acropora verweyi,9,13/05/2020,83.624,86.03,97.955,66.876,200.679,176.429,213.893,212.052,106.2598478,124.3426534,116.7804697,80.42074585,100,,
Acropora werveyi,3,6,Acropora verweyi,10,03/06/2020,54.169,59.555,64.449,38.518,207.954,174.159,218.162,231.089,66.42380046,87.19919729,75.33161137,42.50349432,90,,
Acropora werveyi,3,6,Acropora verweyi,11,17/06/2020,36.735,39.98,41.159,29.053,197.736,158.643,205.351,229.262,47.3733918,64.2631569,51.11026973,32.31462257,90,,
Acropora werveyi,3,6,Acropora verweyi,12,15/07/2020,40.062,37.787,46.986,35.401,173.525,118.096,186.055,216.186,58.87226624,81.59196755,64.39724813,41.7568899,90,,
Acropora werveyi,3,7,Acropora verweyi,1,18/03/2020,42.752,44.511,48.42,35.273,191.047,159.644,201.693,211.961,57.06323575,71.09759841,61.21729559,42.43523573,100,,
Acropora werveyi,3,7,Acropora verweyi,2,25/03/2020,37.11,51.44,37.364,22.552,181.183,162.752,185.267,195.824,52.22923784,80.59624459,51.42750733,29.3669826,100,,
Acropora werveyi,3,7,Acropora verweyi,3,01/04/2020,36.76,46.028,43.027,21.214,187.333,160.967,200.215,200.739,50.03816733,72.91643629,54.80051445,26.94827612,90,,
Acropora werveyi,3,7,Acropora verweyi,4,08/04/2020,60.51,88.791,58.691,34.06,178.371,166.419,181.61,186.871,86.50537363,136.0524039,82.40848522,46.47751658,90,,
Acropora werveyi,3,7,Acropora verweyi,5,15/04/2020,46.708,56.251,55.006,28.875,193.365,166.838,205.93,207.038,61.59615235,85.97564703,68.11309668,35.56412349,90,,
Acropora werveyi,3,7,Acropora verweyi,6,22/04/2020,49.114,59.361,52.31,35.681,170.14,142.631,176.258,191.256,73.61037969,106.1273846,75.67911811,47.57317417,90,,
Acropora werveyi,3,7,Acropora verweyi,7,29/04/2020,73.458,38.886,111.352,70.106,157.755,66.204,218.263,188.651,118.7397547,149.7784122,130.0942441,94.76244494,80,,
Acropora werveyi,3,7,Acropora verweyi,8,06/05/2020,36.547,45.964,38.59,25.118,158.169,127.708,162.665,184.219,58.92105912,91.77827544,60.4951895,34.7688892,80,,
Acropora werveyi,3,7,Acropora verweyi,9,13/05/2020,86.093,94.12,97.618,66.565,215.567,195.411,227.33,224.526,101.8417244,122.8211308,109.499802,75.59959648,80,,
Acropora werveyi,3,7,Acropora verweyi,10,03/06/2020,28.379,30.817,34.455,19.819,170.545,131.748,182.932,197.111,42.4324665,59.6467119,48.02891238,25.63958886,80,,
Acropora werveyi,3,7,Acropora verweyi,11,17/06/2020,46.43,48.922,50.745,39.637,210.256,173.707,218.396,238.896,56.31064036,71.81696765,59.25005495,42.30893359,80,,
Acropora werveyi,3,7,Acropora verweyi,12,15/07/2020,33.414,30.295,38.656,31.302,177.005,122.149,188.107,220.945,48.13745374,63.24427543,52.40251559,36.12668311,80,,
Acropora werveyi,3,8,Acropora verweyi,1,18/03/2020,,,,,,,,,,,,,0,Missing,
Acropora werveyi,3,8,Acropora verweyi,2,25/03/2020,,,,,,,,,,,,,0,Missing,
Acropora werveyi,3,8,Acropora verweyi,3,01/04/2020,,,,,,,,,,,,,0,Missing,
Acropora werveyi,3,8,Acropora verweyi,4,08/04/2020,,,,,,,,,,,,,0,Missing,
Acropora werveyi,3,8,Acropora verweyi,5,15/04/2020,,,,,,,,,,,,,0,Missing,
Acropora werveyi,3,8,Acropora verweyi,6,22/04/2020,,,,,,,,,,,,,0,Missing,
Acropora werveyi,3,8,Acropora verweyi,7,29/04/2020,,,,,,,,,,,,,0,Missing,
Acropora werveyi,3,8,Acropora verweyi,8,06/05/2020,,,,,,,,,,,,,0,Missing,
Acropora werveyi,3,8,Acropora verweyi,9,13/05/2020,,,,,,,,,,,,,0,Missing,
Acropora werveyi,3,8,Acropora verweyi,10,03/06/2020,,,,,,,,,,,,,0,Missing,
Acropora werveyi,3,8,Acropora verweyi,11,17/06/2020,,,,,,,,,,,,,0,Missing,
Acropora werveyi,3,8,Acropora verweyi,12,15/07/2020,,,,,,,,,,,,,0,Missing,
Acropora werveyi,4,1,Acropora verweyi,1,18/03/2020,59.875,64.682,68.038,46.906,210.336,177.824,222.962,230.277,72.5892144,92.75412768,77.81456033,51.94192212,100,,
Acropora werveyi,4,1,Acropora verweyi,2,25/03/2020,26.133,31.405,29.954,17.029,139.49,111.912,149.706,156.998,47.77342462,71.55868003,51.02180273,27.65891922,100,,
Acropora werveyi,4,1,Acropora verweyi,3,01/04/2020,34.591,41.695,43.596,18.452,164.969,132.838,183.321,179.093,53.46886385,80.03903251,60.64215229,26.27271864,100,,
Acropora werveyi,4,1,Acropora verweyi,4,08/04/2020,37.236,48.216,41.174,22.328,142.988,118.431,152.644,157.741,66.40543262,103.8163994,68.78337832,36.09486437,100,,
Acropora werveyi,4,1,Acropora verweyi,5,15/04/2020,27.105,32.124,36.91,12.294,158.434,126.496,177.187,171.766,43.62557911,64.75793701,53.11930333,18.25140016,100,,
Acropora werveyi,4,1,Acropora verweyi,6,22/04/2020,44.679,45.585,52.596,35.862,132.209,97.93,144.512,154.183,86.17526038,118.6988155,92.80876329,59.31140268,100,,
Acropora werveyi,4,1,Acropora verweyi,7,29/04/2020,45.648,26.397,80.846,29.755,136.954,35.134,206.577,168.907,84.99379354,191.5874936,99.79683121,44.92131765,100,,
Acropora werveyi,4,1,Acropora verweyi,8,06/05/2020,33.211,33.961,38.825,26.812,135.503,101.628,144.141,161.051,62.49902216,85.21327784,68.68534976,42.45276341,100,,
Acropora werveyi,4,1,Acropora verweyi,9,13/05/2020,27.487,33.162,38.581,10.735,150.993,119.779,169.43,163.819,46.42059566,70.59927032,58.06619253,16.71005805,100,,
Acropora werveyi,4,1,Acropora verweyi,10,03/06/2020,43.616,39.209,53.301,38.326,156.822,109.436,172.729,188.172,70.92168191,91.36202895,78.68832101,51.93721701,100,,
Acropora werveyi,4,1,Acropora verweyi,11,17/06/2020,35.62,33.395,44.006,29.464,155.025,107.685,169.25,188.018,58.59119497,79.07995543,66.30150665,39.96064207,100,,
Acropora werveyi,4,1,Acropora verweyi,12,15/07/2020,35.023,25.562,41.659,37.875,142.591,78.093,157.797,191.788,62.63273979,83.46855672,67.32095667,50.35833837,100,,
Acropora werveyi,4,2,Acropora verweyi,1,18/03/2020,59.252,63.899,67.222,46.632,221.359,191.457,233.113,239.851,68.25681359,85.10655134,73.53347947,49.57727923,80,,
Acropora werveyi,4,2,Acropora verweyi,2,25/03/2020,30.521,38.959,34.844,17.795,173,146.943,182.177,190.04,44.98760116,67.60815418,48.77245756,23.87773627,80,,
Acropora werveyi,4,2,Acropora verweyi,3,01/04/2020,33.883,38.487,42.491,20.68,165.013,129.227,183.892,181.854,52.36051099,75.94531329,58.92156809,28.9979874,80,,
