Experiment,Depth,Fragment,Species,Date_no,Date,AVG,R,G,B,AVG.s,R.s,G.s,B.s,AVG.c,R.c,G.c,B.c,Survival,Cause,Comments
Acropora werveyi,5,4,Acropora verweyi,3,01/04/2020,19.462,22.165,27.342,8.783,151.582,112.317,175.052,167.572,32.74010107,50.32252464,39.82936499,13.36538921,90,,
Acropora werveyi,5,4,Acropora verweyi,4,08/04/2020,30.124,35.839,37.099,17.409,166.833,138.518,180.763,180.792,46.04376832,65.97658788,52.3350741,24.55470928,90,,
Acropora werveyi,5,4,Acropora verweyi,5,15/04/2020,19.787,15.523,29.739,14.05,111.789,71.008,133.35,131.276,45.13579154,55.74533855,56.86872891,27.29173649,90,,
Acropora werveyi,5,4,Acropora verweyi,6,22/04/2020,38.59,36.158,52.073,27.508,163.436,124.349,180.879,185.253,60.2098069,74.14848531,73.41159007,37.86464997,90,,
Acropora werveyi,5,4,Acropora verweyi,7,29/04/2020,39.199,46.055,56.148,15.4,150.382,119.972,175.667,155.299,66.46902555,97.88971593,81.50500663,25.286705,80,,
Acropora werveyi,5,4,Acropora verweyi,8,06/05/2020,31.089,33.135,41.223,18.872,152.725,113.433,166.546,178.418,51.90829923,74.48824416,63.11688663,26.97239068,80,,
Acropora werveyi,5,4,Acropora verweyi,9,13/05/2020,49.376,51.062,69.268,27.802,198.35,168.252,218.815,207.647,63.47809428,77.38873832,80.72271097,34.14212582,80,,
Acropora werveyi,5,4,Acropora verweyi,10,03/06/2020,31.291,18.944,42.697,32.239,130.668,79.866,148.83,163.16,61.06472128,60.4853129,73.155513,50.38578696,80,,
Acropora werveyi,5,4,Acropora verweyi,11,17/06/2020,27.019,15.43,36.501,29.115,117.325,61.419,135.453,155.257,58.72444066,64.06242368,68.7157538,47.81958301,70,,
Acropora werveyi,5,4,Acropora verweyi,12,15/07/2020,29.878,14.487,37.921,37.263,150.799,79.714,169.33,203.505,50.52347827,46.34298868,57.10656706,46.69204688,70,,
Acropora werveyi,5,5,Acropora verweyi,1,18/03/2020,55.246,61.923,66.213,37.602,208.572,169.435,224.949,231.196,67.54372591,93.19423378,75.05841324,41.47351165,100,,
Acropora werveyi,5,5,Acropora verweyi,2,25/03/2020,23.171,27.558,28.31,13.599,143.902,111.063,159.268,161.142,41.05992273,63.27300721,45.32643092,21.51980862,100,,
Acropora werveyi,5,5,Acropora verweyi,3,01/04/2020,44.436,51.359,56.918,25.032,189.704,151.993,211.061,206.358,59.73084384,86.16544841,68.76727581,30.93245719,100,,
Acropora werveyi,5,5,Acropora verweyi,4,08/04/2020,34.092,44.562,40.227,17.5,170.127,142.553,184.194,183.442,51.09982542,79.71287872,55.69065768,24.32649012,100,,
Acropora werveyi,5,5,Acropora verweyi,5,15/04/2020,51.789,53.412,64.731,37.212,192.89,157.807,211.693,209.123,68.46490228,86.30833867,77.97331513,45.37549672,100,,
Acropora werveyi,5,5,Acropora verweyi,6,22/04/2020,44.6,43.306,55.448,35.042,165.555,126.057,183.488,187.229,68.69620368,87.6034651,77.05811824,47.72610012,100,,
Acropora werveyi,5,5,Acropora verweyi,7,29/04/2020,40.661,49.025,58.027,14.913,156.508,126.663,181.138,161.511,66.24936106,98.69792283,81.68846404,23.5452384,100,,
Acropora werveyi,5,5,Acropora verweyi,8,06/05/2020,41.476,43.778,51.316,29.351,142.662,101.209,157.072,169.499,74.13592968,110.3003685,83.30943771,44.15663219,100,,
Acropora werveyi,5,5,Acropora verweyi,9,13/05/2020,48.821,53.862,66.485,26.111,171.668,138.045,194.084,182.565,72.5199513,99.49516462,87.35225469,36.47087339,100,,
Acropora werveyi,5,5,Acropora verweyi,10,03/06/2020,47.875,34.695,61.176,47.683,165.735,110.855,185.151,201.327,73.66051226,79.80898471,84.25490546,60.39510349,100,,
Acropora werveyi,5,5,Acropora verweyi,11,17/06/2020,46.941,37.861,58.274,44.656,167.815,112.698,185.541,205.479,71.32827816,85.66749188,80.0894142,55.41821792,100,,
Acropora werveyi,5,5,Acropora verweyi,12,15/07/2020,40.16,23.379,50.7,46.383,174.64,101.873,194.252,227.994,58.63948694,58.52036359,66.5552993,51.87708887,100,,
Acropora werveyi,5,6,Acropora verweyi,1,18/03/2020,88.439,92.497,102.262,70.553,240.043,214.994,251.992,253.18,93.94960486,109.7088058,103.4826899,71.06017458,100,,
Acropora werveyi,5,6,Acropora verweyi,2,25/03/2020,28.752,33.074,34.807,18.335,154.837,121.067,170.508,172.621,47.35147284,69.66283132,52.05494757,27.08491435,100,,
Acropora werveyi,5,6,Acropora verweyi,3,01/04/2020,29.368,28.83,39.087,20.105,153.74,112.494,175.611,173.353,48.71107064,65.35148541,56.75717922,29.57419254,90,,
Acropora werveyi,5,6,Acropora verweyi,4,08/04/2020,37.721,47.565,44.743,20.848,167.538,140.825,181.709,180.205,57.41297497,86.12870584,62.78976275,29.50106823,90,,
Acropora werveyi,5,6,Acropora verweyi,5,15/04/2020,23.821,24.742,34.26,12.418,150.879,110.502,172.975,169.39,40.2597777,57.09588967,50.50614251,18.69407875,70,,
Acropora werveyi,5,6,Acropora verweyi,6,22/04/2020,53.824,50.991,67.703,42.751,186.444,149.11,202.934,207.231,73.61524104,87.20209912,85.07329969,52.6055706,70,,
Acropora werveyi,5,6,Acropora verweyi,7,29/04/2020,45.599,53.39,63.814,19.596,164.608,135.458,188.505,169.983,70.63900296,100.5067992,86.32434153,29.39693969,70,,
Acropora werveyi,5,6,Acropora verweyi,8,06/05/2020,30.147,29.653,40.175,20.51,160.5,120.727,174.768,186.186,47.8971028,62.63317236,58.61842557,28.09045793,70,,
Acropora werveyi,5,6,Acropora verweyi,9,13/05/2020,43.99,47.102,64.425,20.453,206.041,176.266,227.002,214.911,54.44280507,68.14138858,72.3710584,24.26825523,70,,
Acropora werveyi,5,6,Acropora verweyi,10,03/06/2020,27.438,17.644,37.962,26.737,158.883,103.984,177.623,195.467,44.03674402,43.26838744,54.49919211,34.88023554,50,,
Acropora werveyi,5,6,Acropora verweyi,11,17/06/2020,40.22,28.083,50.591,41.965,207,159.373,223.125,238.45,49.54637681,44.93336387,57.81828571,44.87764731,40,,
Acropora werveyi,5,6,Acropora verweyi,12,15/07/2020,20.57,8.3,26.52,26.949,133.89,64.557,150.111,187.027,39.17656285,32.78498071,45.05066251,36.74333118,40,,
Acropora werveyi,5,7,Acropora verweyi,1,18/03/2020,57.125,61.433,68.847,41.094,225.709,193.843,240.42,242.467,64.53829931,80.81496366,73.02214874,43.21812865,100,,
Acropora werveyi,5,7,Acropora verweyi,2,25/03/2020,27.956,31.607,34.401,17.823,156.791,123.7,171.937,174.547,45.46676786,65.15590137,51.02017018,26.03805852,100,,
Acropora werveyi,5,7,Acropora verweyi,3,01/04/2020,30.382,33.569,40.984,16.585,164.943,125.147,187.522,182.357,46.97022608,68.40032122,55.73170081,23.1917338,100,,
Acropora werveyi,5,7,Acropora verweyi,4,08/04/2020,30.334,38.924,36.663,15.368,151.955,125.147,166.206,164.557,50.90434668,79.31168945,56.24986463,23.81448374,100,,
Acropora werveyi,5,7,Acropora verweyi,5,15/04/2020,41.034,41.705,54.442,26.948,165.739,124.408,186.675,186.121,63.13342062,85.48304771,74.3683407,36.92082033,100,,
Acropora werveyi,5,7,Acropora verweyi,6,22/04/2020,61.649,62.708,75.417,46.815,173.773,132.218,191.876,197.489,90.46569375,120.9407191,100.2279337,60.44805027,100,,
Acropora werveyi,5,7,Acropora verweyi,7,29/04/2020,35.584,41.507,52.211,13.026,131.854,102.538,156.451,136.247,68.81793499,103.223049,85.0988808,24.37947258,100,,
Acropora werveyi,5,7,Acropora verweyi,8,06/05/2020,53.672,57.633,66.16,37.226,179.214,139.612,193.264,204.895,76.36881047,105.2661304,87.29406408,46.32924181,100,,
Acropora werveyi,5,7,Acropora verweyi,9,13/05/2020,67.672,75.476,88.888,38.667,199.431,167.391,221.054,209.328,86.52797208,114.9785831,102.5380224,47.10351697,90,,
Acropora werveyi,5,7,Acropora verweyi,10,03/06/2020,38.84,30.058,51.088,35.333,160.669,104.543,179.989,197.7,61.6435031,73.31710397,72.37908983,45.57367223,90,,
Acropora werveyi,5,7,Acropora verweyi,11,17/06/2020,58.348,47.762,69.787,57.463,205.445,155.639,221.571,239.28,72.42201076,78.25358683,80.31594839,61.23815196,90,,
Acropora werveyi,5,7,Acropora verweyi,12,15/07/2020,48.024,29.719,59.231,55.093,174.729,102.532,193.862,227.806,70.08636231,73.91199821,77.91060136,61.66964435,90,,
Acropora werveyi,5,8,Acropora verweyi,1,18/03/2020,72.196,78.9,85.564,52.129,225.908,193.552,240.412,243.853,81.49326274,103.9488096,90.75595228,54.51191907,80,,
Acropora werveyi,5,8,Acropora verweyi,2,25/03/2020,23.818,29.908,29.571,11.941,151.133,119.02,165.953,168.117,40.18705379,64.07780205,45.43819636,18.11211835,80,,
Acropora werveyi,5,8,Acropora verweyi,3,01/04/2020,16.707,16.462,23.264,10.216,126.592,87.869,150.062,141.944,33.6536669,47.77350374,39.53245992,18.35287155,80,,
Acropora werveyi,5,8,Acropora verweyi,4,08/04/2020,39.2,48.609,46.304,22.656,174.724,149,188.508,186.705,57.2102287,83.18989933,62.63670507,30.94335985,80,,
Acropora werveyi,5,8,Acropora verweyi,5,15/04/2020,32.266,32.194,44.297,20.269,173.576,136.156,193.511,191.044,47.40188736,60.29458856,58.37257314,27.05447436,70,,
Acropora werveyi,5,8,Acropora verweyi,6,22/04/2020,44.477,41.753,58.765,32.895,174.755,136.739,191.668,195.844,64.90020314,77.86377698,78.18245612,42.83115643,70,,
Acropora werveyi,5,8,Acropora verweyi,7,29/04/2020,25.212,29.446,38.689,7.492,140.191,111.535,164.172,144.549,45.85929197,67.32173757,60.09365178,13.21669468,70,,
Acropora werveyi,5,8,Acropora verweyi,8,06/05/2020,28.55,29.209,38.821,17.536,160.577,122.837,174.689,184.653,45.33806211,60.63559839,56.66845079,24.21666585,70,,
Acropora werveyi,5,8,Acropora verweyi,9,13/05/2020,43.847,50.211,63.779,17.564,211.603,183.023,230.978,220.779,52.83944462,69.95735509,70.41209552,20.28644029,70,,
Acropora werveyi,5,8,Acropora verweyi,10,03/06/2020,22.192,12.397,31.826,22.392,143.789,89.773,162.87,178.805,39.35600081,35.21364998,49.82888193,31.93400632,60,,
Acropora werveyi,5,8,Acropora verweyi,11,17/06/2020,27.138,18.099,35.853,27.441,178.066,127.696,196.109,210.158,38.86306201,36.14243986,46.61955851,33.29616289,60,,
Acropora werveyi,5,8,Acropora verweyi,12,15/07/2020,31.434,15.804,40.183,38.312,153.219,83.146,171.041,205.442,52.31511758,48.46919876,59.90765372,47.55385948,60,,
Acropora werveyi,6,1,Acropora verweyi,1,18/03/2020,50.225,46.772,64.221,39.671,210.913,166.287,231.559,234.764,60.72349737,71.72454852,70.72217016,43.09052921,100,,
Acropora werveyi,6,1,Acropora verweyi,2,25/03/2020,29.417,29.196,39.884,19.147,158.97,115.119,183.321,178.706,47.18711078,64.67203502,55.47875039,27.32132665,90,,
Acropora werveyi,6,1,Acropora verweyi,3,01/04/2020,24.233,22.923,36.627,13.118,142.334,97.753,169.674,159.635,43.41489033,59.79729522,55.04605891,20.95461522,90,,
Acropora werveyi,6,1,Acropora verweyi,4,08/04/2020,17.514,16.98,24.208,11.242,112.856,74.651,134.774,129.394,39.57317289,58.00190218,45.80289967,22.15489126,70,,
Acropora werveyi,6,1,Acropora verweyi,5,15/04/2020,32.603,30.669,46.54,20.588,141.988,98.046,168.102,159.828,58.55258895,79.76454929,70.59820823,32.84743599,70,,
Acropora werveyi,6,1,Acropora verweyi,6,22/04/2020,30.049,26.311,42.838,20.97,156.52,109.829,179.41,179.924,48.95537312,61.0886469,60.88673987,29.72004846,70,,
Acropora werveyi,6,1,Acropora verweyi,7,29/04/2020,27.395,27.554,46.453,8.194,119.495,89.378,148.495,120.713,58.46039583,78.61296963,79.77046365,17.3094033,70,,
Acropora werveyi,6,1,Acropora verweyi,8,06/05/2020,22.941,16.965,32.32,19.518,137.891,92.779,157.739,163.18,42.42448746,46.62773904,52.24833427,30.50061282,60,,
Acropora werveyi,6,1,Acropora verweyi,9,13/05/2020,17.827,13.808,30.025,9.591,167.989,124.67,197.592,181.929,27.06061111,28.24288121,38.74840581,13.44318388,60,,
Acropora werveyi,6,1,Acropora verweyi,10,03/06/2020,23.518,11.347,34.755,24.486,151.408,93.068,174.77,186.467,39.60880535,31.09000946,50.70964696,33.48544246,60,,
Acropora werveyi,6,1,Acropora verweyi,11,17/06/2020,21.442,7.037,30.244,27.066,162.154,101.147,185.467,199.731,33.7192422,17.74086231,41.58270744,34.55562732,40,,
Acropora werveyi,6,1,Acropora verweyi,12,15/07/2020,30.86,13.722,40.624,38.262,161.429,88.445,182.531,213.714,48.74774669,39.562553,56.75266119,45.65358376,30,,
Acropora werveyi,6,2,Acropora verweyi,1,18/03/2020,38.88,37.267,51.859,27.503,200.51,154.182,222.356,225.011,49.44591292,61.6355022,59.47240012,31.16854287,100,,
Acropora werveyi,6,2,Acropora verweyi,2,25/03/2020,29.085,30.533,39.252,17.461,163.238,122.821,184.966,182.171,45.43473333,63.3923759,54.11405339,24.44162353,100,,
Acropora werveyi,6,2,Acropora verweyi,3,01/04/2020,23.483,21.13,35.298,14.006,138.695,94.454,165.911,155.677,43.17506038,57.04522837,54.2519182,22.94192463,100,,
Acropora werveyi,6,2,Acropora verweyi,4,08/04/2020,23.123,22.888,32.21,14.217,128.75,90.054,150.837,145.61,45.79700971,64.81044707,54.45315142,24.89756885,100,,
Acropora werveyi,6,2,Acropora verweyi,5,15/04/2020,28.442,27.529,40.586,17.164,125.364,82.227,151.046,142.902,57.85321145,85.37214054,68.51839837,30.62812277,100,,
Acropora werveyi,6,2,Acropora verweyi,6,22/04/2020,31.9,30.68,44.835,20.164,152.155,105.893,174.768,175.476,53.46193027,73.8802376,65.41772521,29.30212679,100,,
Acropora werveyi,6,2,Acropora verweyi,7,29/04/2020,28.84,34.263,45.388,6.887,118.522,87.929,148.051,119.694,62.0492398,99.36499903,78.17535849,14.67228934,100,,
Acropora werveyi,6,2,Acropora verweyi,8,06/05/2020,24.797,22.766,34.243,17.32,133.394,88.274,152.964,158.982,47.40269427,65.76489113,57.08509845,27.78050345,90,,
Acropora werveyi,6,2,Acropora verweyi,9,13/05/2020,26.328,26.147,42.828,10.011,172.349,129.852,201.391,185.977,38.95375082,51.34680251,54.2285405,13.72645542,90,,
Acropora werveyi,6,2,Acropora verweyi,10,03/06/2020,23.264,16.512,34.78,18.482,132.148,75.348,155.27,166.039,44.8914853,55.88150979,57.1192117,28.38435548,90,,
Acropora werveyi,6,2,Acropora verweyi,11,17/06/2020,30.046,18.631,40.282,31.214,164.537,106.333,185.89,201.332,46.56539259,44.67949743,55.25800204,39.5345499,90,,
Acropora werveyi,6,2,Acropora verweyi,12,15/07/2020,21.838,9.833,29.469,26.277,127.451,57.717,145.461,179.298,43.69279174,43.44326628,51.66054819,37.37149885,90,,
Acropora werveyi,6,3,Acropora verweyi,1,18/03/2020,42.331,39.056,55.931,32,196.97,152.484,219.186,218.964,54.80227953,65.31360667,65.06987216,37.26639996,90,,
Acropora werveyi,6,3,Acropora verweyi,2,25/03/2020,21.847,25.836,31.97,7.722,167.013,127.186,188.53,185.307,33.356595,51.79956913,43.24165915,10.62620408,90,,
Acropora werveyi,6,3,Acropora verweyi,3,01/04/2020,28.21,30.246,42.571,11.804,181.862,139.316,207.273,199.049,39.55499225,55.3614086,52.37346398,15.12200513,90,,
Acropora werveyi,6,3,Acropora verweyi,4,08/04/2020,20.046,23.337,29.307,7.495,154.637,117.401,175.737,170.968,33.05631899,50.68896347,42.52539306,11.17884633,90,,
Acropora werveyi,6,3,Acropora verweyi,5,15/04/2020,29.511,29.618,42.03,16.879,166.502,124.37,191.294,183.981,45.19648413,60.72678299,56.0271101,23.39450813,90,,
Acropora werveyi,6,3,Acropora verweyi,6,22/04/2020,30.952,30.49,45.617,16.729,182.869,138.955,204.796,204.464,43.16073255,55.95300637,56.79962011,20.86379509,90,,
Acropora werveyi,6,3,Acropora verweyi,7,29/04/2020,20.236,23.882,34.028,2.783,142.571,110.868,172.325,144.714,36.19375609,54.92937547,50.35334397,4.903913927,90,,
Acropora werveyi,6,3,Acropora verweyi,8,06/05/2020,19.421,17.308,30.017,10.889,165.21,120.967,185.128,189.405,29.9761213,36.48548778,41.3461767,14.66009345,80,,
Acropora werveyi,6,3,Acropora verweyi,9,13/05/2020,13.413,12.315,23.921,3.955,169.065,127.389,198.016,182.11,20.23076923,24.65146127,30.8048592,5.537999012,80,,
Acropora werveyi,6,3,Acropora verweyi,10,03/06/2020,19.156,11.748,28.815,16.907,148.506,93.095,172.419,180.275,32.89281241,32.17938665,42.61609799,23.91504646,80,,
Acropora werveyi,6,3,Acropora verweyi,11,17/06/2020,20.477,9.88,28.362,23.205,174.033,117.444,193.892,210.439,30.00370619,21.45192602,37.3007138,28.11871849,70,,
Acropora werveyi,6,3,Acropora verweyi,12,15/07/2020,25.184,11.09,32.716,31.823,162.974,91.434,184.221,213.665,39.4045676,30.92886672,45.28571661,37.97938361,70,,
Acropora werveyi,6,4,Acropora verweyi,1,18/03/2020,46.61,49.825,64.089,25.947,204.846,161.015,226.337,226.767,58.02187985,78.90802099,72.20514101,29.17745968,60,,
Acropora werveyi,6,4,Acropora verweyi,2,25/03/2020,24.809,26.976,36.469,10.961,168.067,129.137,189.113,186.195,37.64150607,53.26807964,49.17480554,15.01143962,50,,
Acropora werveyi,6,4,Acropora verweyi,3,01/04/2020,15.962,17.806,25.452,4.579,168.364,125.325,194.596,185.225,24.17565513,36.23004189,33.35248412,6.303927656,70,,
Acropora werveyi,6,4,Acropora verweyi,4,08/04/2020,23.655,23.002,35.081,12.851,112.795,73.821,134.822,129.995,53.4777694,79.4558459,66.35159692,25.20870033,60,,
Acropora werveyi,6,4,Acropora verweyi,5,15/04/2020,34.226,40.5,53.147,9.045,177.919,137.652,201.934,194.306,49.05395152,75.02615291,67.11343805,11.8703231,60,,
Acropora werveyi,6,4,Acropora verweyi,6,22/04/2020,25.994,22.497,37.612,17.832,169.596,124.968,191.53,191.858,39.0838817,45.90563184,50.07601942,23.70065361,70,,
Acropora werveyi,6,4,Acropora verweyi,7,29/04/2020,31.842,37.229,52.646,5.663,154.041,123.534,182.974,155.904,52.71135607,76.84843849,73.36960442,9.26252694,70,,
Acropora werveyi,6,4,Acropora verweyi,8,06/05/2020,13.48,11.575,18.57,10.258,139.174,95.303,158.773,163.444,24.69857876,30.97095579,29.82465533,16.00419716,60,,
Acropora werveyi,6,4,Acropora verweyi,9,13/05/2020,10.019,9.945,15.852,4.094,148.869,105.817,177.922,163.209,17.16169921,23.96566714,22.71928148,6.396522251,60,,
Acropora werveyi,6,4,Acropora verweyi,10,03/06/2020,17.816,9.92,25.913,17.627,147.712,91.449,170.669,181.302,30.75633666,27.66131942,38.71713668,24.79225271,50,,
Acropora werveyi,6,4,Acropora verweyi,11,17/06/2020,18.854,6.349,24.549,25.719,130.067,66.177,145.969,177.965,36.96379558,24.46461762,42.88578397,36.85188099,30,,
Acropora werveyi,6,4,Acropora verweyi,12,15/07/2020,16.424,6.43,22.258,20.663,136.017,66.697,154.315,187.309,30.79115111,24.58356448,36.78054629,28.13033544,40,,
Acropora werveyi,6,5,Acropora verweyi,1,18/03/2020,30.784,32.565,44.093,15.675,193.153,145.694,215.346,218.465,40.64094267,56.99668483,52.21232342,18.29640904,90,,
Acropora werveyi,6,5,Acropora verweyi,2,25/03/2020,17.787,18.14,25.228,9.935,156.672,117.618,178.217,174.324,28.95019531,39.32816406,36.09722978,14.53285262,70,,
Acropora werveyi,6,5,Acropora verweyi,3,01/04/2020,18.078,19.648,28.706,5.852,138.016,97.008,163.309,153.5,33.40112741,51.64769916,44.82318794,9.721563518,80,,
Acropora werveyi,6,5,Acropora verweyi,4,08/04/2020,18.341,19.109,26.733,9.134,136.447,99.606,157.498,152.28,34.2767155,48.92069755,43.28254962,15.29531127,80,,
Acropora werveyi,6,5,Acropora verweyi,5,15/04/2020,21.635,19.305,33.439,12.134,140.58,97.939,166.085,157.62,39.24402475,50.26368454,51.34084956,19.63056719,70,,
Acropora werveyi,6,5,Acropora verweyi,6,22/04/2020,20.457,18.709,30.663,11.944,146.815,101.673,168.895,169.632,35.53134898,46.92292939,46.29542023,17.95486701,70,,
Acropora werveyi,6,5,Acropora verweyi,7,29/04/2020,26.984,26.632,44.749,9.548,132.469,100.455,163.081,133.967,51.94362455,67.60400179,69.97133326,18.17417722,80,,
Acropora werveyi,6,5,Acropora verweyi,8,06/05/2020,19.233,14.244,27.38,16.045,157.958,114.466,177.305,182.024,31.04885476,31.73186798,39.37790812,22.47766778,70,,
Acropora werveyi,6,5,Acropora verweyi,9,13/05/2020,11.81,9.092,19.077,7.094,127.543,85.491,156.951,140.444,23.61203672,27.1193459,30.99460978,12.88036513,70,,
Acropora werveyi,6,5,Acropora verweyi,10,03/06/2020,15.217,8.176,23.878,13.674,116.43,64.046,137.693,147.404,33.32762175,32.55285264,44.22076649,23.65519253,70,,
Acropora werveyi,6,5,Acropora verweyi,11,17/06/2020,23.931,9.126,31.941,30.738,155.338,95.347,175.298,195.392,39.28468887,24.40695565,46.46347933,40.11520431,70,,
Acropora werveyi,6,5,Acropora verweyi,12,15/07/2020,30.912,11.772,41.087,39.867,165.14,92.941,185.848,216.957,47.73259053,32.298555,56.37502152,46.85760312,40,,
Acropora werveyi,6,6,Acropora verweyi,1,18/03/2020,53.49,50.8,68.355,41.311,207.986,158.586,229.942,235.405,65.5810968,81.68438576,75.8040071,44.74970795,90,,
Acropora werveyi,6,6,Acropora verweyi,2,25/03/2020,37.832,38.78,50.724,23.988,171.666,132.058,193.363,189.834,56.19726679,74.88300595,66.89294229,32.22257341,80,,
Acropora werveyi,6,6,Acropora verweyi,3,01/04/2020,22.621,21.252,33.875,12.704,144.724,99.812,172.145,162.237,39.85762555,54.29467399,50.17935461,19.96782485,90,,
Acropora werveyi,6,6,Acropora verweyi,4,08/04/2020,26.475,30.597,35.991,12.848,152.543,116.362,172.27,169.349,44.25719305,67.05139994,53.27512045,19.34608412,80,,
Acropora werveyi,6,6,Acropora verweyi,5,15/04/2020,34.232,33.614,48.176,20.893,149.848,106.126,175.758,167.819,58.25343014,80.76786084,69.89656232,31.74679268,80,,
Acropora werveyi,6,6,Acropora verweyi,6,22/04/2020,34.162,31.652,46.942,23.861,173.011,126.212,195.652,196.828,50.35119154,63.9500206,61.18112772,30.91305607,80,,
Acropora werveyi,6,6,Acropora verweyi,7,29/04/2020,31.016,34.591,48.621,9.851,140.222,107.424,171.309,141.957,56.40398796,82.11112042,72.37421852,17.69553456,80,,
Acropora werveyi,6,6,Acropora verweyi,8,06/05/2020,31.771,27.07,41.534,26.684,160.331,114.49,179.323,187.345,50.53049629,60.29216525,59.06197197,36.32026475,80,,
Acropora werveyi,6,6,Acropora verweyi,9,13/05/2020,26.668,25.076,42.385,12.513,163.939,120.457,192.707,178.79,41.48091668,53.08433715,56.08605292,17.84671962,80,,
Acropora werveyi,6,6,Acropora verweyi,10,03/06/2020,34.279,22.742,47.015,33.043,168.812,113.985,191.279,201.3,51.78035329,50.87695749,62.67716268,41.85774963,80,,
Acropora werveyi,6,6,Acropora verweyi,11,17/06/2020,30.431,16.302,39.98,34.976,126.082,67.129,144.616,166.426,61.54649355,61.9256953,70.49634895,53.59066492,70,,
Acropora werveyi,6,6,Acropora verweyi,12,15/07/2020,46.938,26.001,59.067,55.723,177.994,105.967,199.529,228.727,67.24490713,62.56905452,75.48819971,62.12368894,60,,
Acropora werveyi,6,7,Acropora verweyi,1,18/03/2020,28.234,26.475,38.634,19.569,172.818,120.895,196.381,201.244,41.66041732,55.84288019,50.16610568,24.79624237,100,,
Acropora werveyi,6,7,Acropora verweyi,2,25/03/2020,25.148,26.049,34.478,14.899,159.102,120.076,181.248,176.19,40.30584154,55.31908958,48.50751457,21.56334071,100,,
Acropora werveyi,6,7,Acropora verweyi,3,01/04/2020,19.516,17.575,29.378,11.561,134.864,90.511,161.354,152.683,36.90072962,49.51469987,46.42828811,19.30833819,80,,
Acropora werveyi,6,7,Acropora verweyi,4,08/04/2020,18.525,22.413,25.418,7.729,130.705,97.582,151.163,143.132,36.14150186,58.56935705,42.8781514,13.76977196,80,,
Acropora werveyi,6,7,Acropora verweyi,5,15/04/2020,26.485,29,38.499,11.946,116.357,75.192,141.596,132.068,58.04270478,98.34822853,69.33278482,23.06561771,80,,
Acropora werveyi,6,7,Acropora verweyi,6,22/04/2020,33.855,35.499,45.645,20.422,147.676,100.485,170.876,171.285,58.45922831,90.08553515,68.11649968,30.40318767,80,,
Acropora werveyi,6,7,Acropora verweyi,7,29/04/2020,23.675,29.583,36.233,5.201,123.95,92.065,152.509,127.173,48.7061315,81.93846739,60.58275249,10.42874667,80,,
Acropora werveyi,6,7,Acropora verweyi,8,06/05/2020,20.444,19.266,26.663,15.338,140.29,97.162,159.812,163.785,37.16031078,50.56328606,42.54414562,23.88002564,80,,
Acropora werveyi,6,7,Acropora verweyi,9,13/05/2020,18.329,20.31,28.357,6.288,149.608,108.134,178.425,162.495,31.240943,47.89474171,40.52702816,9.867626696,80,,
Acropora werveyi,6,7,Acropora verweyi,10,03/06/2020,18.507,11.972,25.721,17.834,116.523,63.761,138.73,147.166,40.50088824,47.8797384,47.27784185,30.90163489,80,,
Acropora werveyi,6,7,Acropora verweyi,11,17/06/2020,24.09,14.756,31.174,26.359,122.135,63.565,140.206,162.537,50.29639334,59.19578384,56.69778754,41.35393787,70,,
Acropora werveyi,6,7,Acropora verweyi,12,15/07/2020,44.814,26.81,55.293,52.341,176.537,106.321,197.692,225.83,64.73186924,64.30103178,71.32162657,59.1017801,50,,
Acropora werveyi,6,8,Acropora verweyi,1,18/03/2020,43.806,44.867,57.743,28.802,205.579,157.989,227.083,231.436,54.33692157,72.41697207,64.84177591,31.7345184,100,,
Acropora werveyi,6,8,Acropora verweyi,2,25/03/2020,30.484,27.716,42.67,21.027,141.006,100.169,163.455,159.658,55.12829241,70.55655941,66.56786271,33.58356612,100,,
Acropora werveyi,6,8,Acropora verweyi,3,01/04/2020,24.778,23.277,37.3,13.743,138.774,94.275,165.373,156.546,45.53007047,62.96085919,57.5154348,22.38616764,90,,
Acropora werveyi,6,8,Acropora verweyi,4,08/04/2020,23.023,24.626,32.406,12,121.673,88.597,141.544,134.764,48.25117323,70.87858505,58.38135138,22.70636075,90,,
Acropora werveyi,6,8,Acropora verweyi,5,15/04/2020,28.887,25.957,43.41,17.224,131.677,89.159,157.79,147.911,55.94131853,74.23855135,70.15368528,29.69434322,90,,
Acropora werveyi,6,8,Acropora verweyi,6,22/04/2020,32.343,31.296,46.465,19.25,150.077,103.067,173.245,173.489,54.95488982,77.43002125,68.39201709,28.29430108,90,,
Acropora werveyi,6,8,Acropora verweyi,7,29/04/2020,30.653,37.105,47.551,7.309,138.928,105.769,168.09,142.729,56.26306432,89.456977,72.13698019,13.05827828,90,,
Acropora werveyi,6,8,Acropora verweyi,8,06/05/2020,28.84,27.216,40.034,19.238,153.416,108.599,173.363,178.3,47.93632998,63.90556082,58.8860945,27.5136848,90,,
Acropora werveyi,6,8,Acropora verweyi,9,13/05/2020,19.377,19.461,32.125,6.489,150.292,107.704,179.593,163.917,32.87689964,46.07586533,45.61355398,10.09471257,90,,
Acropora werveyi,6,8,Acropora verweyi,10,03/06/2020,29.291,21.23,44.068,22.578,148.865,93.272,172.064,181.542,50.1743526,58.04153444,65.30907104,31.71381829,80,,
Acropora werveyi,6,8,Acropora verweyi,11,17/06/2020,24.127,13.762,32.794,25.821,120.944,63.012,139.763,160.142,50.86970003,55.6927252,59.83321766,41.11572854,80,,
